"Nr_Arrest","naam","new_tags"
"1617/0099","Saartje","Onwettigheid niet aangetoond"
"1617/0099","Saartje","Louter herhalen van bezwaar zonder de weerlegging in de BB te betrekken enerzijds (beheersplan niet onderworpen aan een oo, BB: niet voorgeschreven in de procedure)"
"1617/0099","Saartje","Vrijstelling van stedenbouwkundige aanvraag heeft betrekking op ander voorwerp dan de aanvraag (zoals bekritiseerd) anderzijds"
"1617/0099","Saartje","Onontvankelijk middel"
"1617/0099","Saartje","Artikel 14, §1 "
"1617/0099","Saartje","Natuurdecreet"
"1617/0099","Saartje","Verplichting geldt in de eerste plaats voor de aanvrager van de vergunning niet de vergunningverlenende overheid ("
"1617/0099","Saartje","Navigator)"
"1617/0099","Saartje","Artikel 4.3.1, §2, eerste lid, 2° VCRO"
"1617/0099","Saartje","In de omgeving bestaande toestand"
"1617/0099","Saartje","Ruimere omgeving van minder doorslaggevende aard"
"1617/0099","Saartje","Louter tegenstelde visie, betrekt behandeling bezwaren niet in haar grief"
"1617/0032","Hildegard","Ongegrond"
"1617/0032","Hildegard","Artikel 15, 4° "
"1617/0032","Hildegard","Procedurebesluit"
"1617/0032","Hildegard","Ontvankelijkheid middel"
"1617/0032","Hildegard","Afdoende duidelijk"
"1617/0032","Hildegard","Niet verplicht om juridische bepaling in het verzoekschrift op te nemen"
"1617/0032","Hildegard","Verwerende partij heeft repliek geformuleerd"
"1617/0032","Hildegard","Minstens één ontvankelijk middel"
"1617/0032","Hildegard","Ontvankelijkheid administratief beroep "
"1617/0032","Hildegard","Artikel 4.7.21, §5 VCRO"
"1617/0032","Hildegard","Betaling dossiervergoeding"
"1617/0032","Hildegard","Ontbreken bewijs"
"1617/0032","Hildegard","Onontvankelijkheid ("
"1617/0032","Hildegard","Navigator)"
"1617/0032","Hildegard","Ontbreken bewijs hangt volgens VZP samen met onregelmatige aanplakking"
"1617/0032","Hildegard","Voldoet niet aan bewijslast"
"1617/0032","Hildegard","TSK brengt attest van aanplakking en verklaring buurtbewoners aan"
"1617/0032","Hildegard","Vermeende onwetendheid strijdt met verklaringen in het VZS"
"1617/0032","Hildegard","Diligentie VZP"
"1617/0032","Hildegard","Onbeantwoord laten mailcorrespondentie inzake betaling dossiervergoeding doet hieraan niet af"
"1516/0815","Hildegard","Ongegrond"
"1516/0815","Hildegard","GRO"
"1516/0815","Hildegard","Interpretatie verordening woonkwaliteit (doelstellingen)"
"1516/0815","Hildegard","Wijkt af van standpunt CBS"
"1516/0815","Hildegard","Verzwaarde motiveringsplicht"
"1516/0815","Hildegard","Artikel 4.3.1, §1, eerste lid, 3° VCRO"
"1516/0815","Hildegard","Vereiste van een beperkte aanpassing ("
"1516/0815","Hildegard","Navigator)"
"1516/0815","Hildegard","Totaal andere indeling gelijkvloers"
"1516/0815","Hildegard","Nieuwe inpandige parkeermogelijkheid"
"1516/0815","Hildegard","Positieve invloed op woonkwaliteit en tegemoetkoming aan PSA-verslag doet hier niet aan af"
"1516/0815","Hildegard","Niet raken aan de bouwhoogte, de bouwdiepte en het gabariet en het akkoord van buurtbewoners doet hieraan niet af"
"1516/0430","Claire","Vernietiging"
"1516/0430","Claire","Afsplitsbaarheid vergunning (carport, verhardingen en buitentrap, zie: A/2015/0505)"
"1516/0430","Claire","Gezag van gewijsde, A/2015/0505 vernietigde de oorspronkelijke beslissing louter wat betreft de verhardingen"
"1516/0430","Claire","Nieuwe beslissing impliceert bevoegdheidsoverschrijding wat betreft carport en buitentrap"
"1516/0430","Claire","Artikel 89 "
"1516/0430","Claire","Procedurebesluit"
"1516/0430","Claire","Bevoegdheidsoverschrijding en gezag van gewijsde betreffen de openbare orde ("
"1516/0430","Claire","Navigator)"
"1516/0430","Claire","Rechten van verdediging gevrijwaard middels heropening van de debatten ("
"1516/0430","Claire","Navigator) "
"1516/0430","Claire","Artikel 15 PB"
"1516/0430","Claire","Artikelen (4.3.1, §2) en 4.2.14 §1 en 2 VCRO, zorgvuldigheidsplicht, motiveringsplicht en redelijkheidsbeginsel en gezag van gewijsde"
"1516/0430","Claire","Ontvankelijkheid middel"
"1516/0430","Claire","Afdoende duidelijk"
"1516/0430","Claire","Verwerende partij heeft repliek geformuleerd"
"1516/0430","Claire","VZP maakt abstractie van de motieven van de "
"1516/0430","Claire","Raad met betrekking tot de losweg (A/2015/0505)"
"1516/0430","Claire","Oppervlakte verhardingen: louter tegengestelde visie VZP en deze maakt aanwezigheid verhardingen vóór 1962 niet aannemelijk (4.2.14, §1 en §2 VCRO)"
"1516/0430","Claire","Bewijs wordt niet geleverd en strijdt met de aanvraag"
"1516/0430","Claire","VZP maakt niet duidelijk op welke manier de goede ruimtelijke ordening geschonden wordt"
"1516/0430","Claire","Geen injunctie bij vernietiging omwille van bevoegdheidsoverschrijding"
"1516/0430","Claire","Kosten ten laste van verwerende partij"
"1617/0487","Thibault","Vernietiging (verzaking aan de vergunning"
"1617/0487","Thibault","duidelijkheid in het rechtsverkeer)"
"1617/0487","Thibault","Vergunninghouder niet tussengekomen"
"1617/0487","Thibault","Artikel 33 DBRC-decreet"
"1617/0487","Thibault","Kosten verdeeld over VWP en VZP"
"1718/0207","Lieselotte","Afstand van geding (versnelde rechtspleging)"
"1718/0207","Lieselotte","Uitdrukkelijke verklaring VZP om de procedure niet verder te zetten"
"1617/0559","Annelore","Ongegrond"
"1617/0559","Annelore","Artikel 4.8.11, § 1, 1° VCRO"
"1617/0559","Annelore","Aanvrager"
"1617/0559","Annelore","Gegeven dat het om een regularisatievergunning gaat, vormt geen belemmering inzake toegang tot de rechter"
"1617/0559","Annelore","Verzaken aan een eerste aanvraag vormt geen belemmering inzake toegang tot de rechter voor een tweede aanvraag ("
"1617/0559","Annelore","Navigator: nieuwe rechtspraak)"
"1617/0559","Annelore","Artikel 4.3.1, §1, eerste lid, b° VCRO (GRO)"
"1617/0559","Annelore","Artikel 4.7.23, § 1 VCRO"
"1617/0559","Annelore","Materiële motiveringsplicht"
"1617/0559","Annelore","Zorgvuldigheidsbeginsel"
"1617/0559","Annelore","Verzwaarde motiveringsplicht"
"1617/0559","Annelore","Motiveringsplicht in het kader van het hoorrecht ("
"1617/0559","Annelore","Navigator)"
"1617/0559","Annelore","PSA-verslag"
"1617/0559","Annelore","Replieknota omvat louter tegengestelde visie"
"1617/0559","Annelore","Rekening houden met replieknota betreft niet noodzakelijk expliciete beantwoording ("
"1617/0559","Annelore","Navigator)"
"1617/0559","Annelore","Overname PSA-verslag na hoorzitting"
"1617/0559","Annelore","Voldoende motivering"
"1617/0559","Annelore","Nieuw middel in WA"
"1617/0559","Annelore","Onontvankelijk"
"1617/0559","Annelore","Draagwijdte tussenkomst"
"1617/0559","Annelore","Ter ondersteuning van inleidend verzoekschrift"
"1617/0559","Annelore","Geen nieuwe middelen mogelijk"
"1617/0559","Annelore","Inwerkingtreding rechtsplegingsvergoeding (VZS 3 april 2017)"
"1617/0603","Jona","Vernietiging"
"1617/0603","Jona","Artikel 5 van de provinciale stedenbouwkundige verordening inzake het overwelven van baangrachten van 24 april 2008"
"1617/0603","Jona","Artikelen 2 en 3 "
"1617/0603","Jona","Motiveringswet"
"1617/0603","Jona","Afwijking voldoet niet aan de voorwaarden door artikel 5 gesteld (aanvraag heeft betrekking op één perceel)"
"1617/0603","Jona","Artikel 4.3.1, §1, eerste lid, 1°, b) juncto §2, eerste lid VCRO"
"1617/0603","Jona","Schaduwhinder en nokhoogte"
"1617/0603","Jona","Kennelijke onredelijkheid of onjuistheid niet aangetoond"
"1617/0603","Jona","Motivering BB ontmoet bezwaren inzake schaduwhinder"
"1718/0407","Ingrid","Afstand van geding"
"1718/0407","Ingrid","Toepassing artikel 40, §7 DBRC-decreet: afstand tijdens schorsingsprocedure ("
"1718/0407","Ingrid","Navigator)"
"1718/0407","Ingrid","Tenlastelegging kosten volledige SA-procedure in het kader van artikel 40, § 7 DBRC-decreet"
"1617/0577","Michelle","Vernietiging"
"1617/0577","Michelle","Betekening BB afdoende bewezen"
"1617/0577","Michelle","Ontvangststempel en code van aangetekende zending"
"1617/0577","Michelle","Zelfs uitgaande van wettelijk vermoeden was VZS tijdig"
"1617/0577","Michelle","Advies W&V verplicht (adviesbesluit)"
"1617/0577","Michelle","artikel 4.3.3 VCRO"
"1617/0577","Michelle","koninklijke besluiten van 14 december 1959 en 4 juni 1958"
"1617/0577","Michelle","Direct werkende norm"
"1617/0572","Jona","Ongegrond"
"1617/0572","Jona","Rechtszekerheids- en vertrouwensbeginsel"
"1617/0572","Jona","Gewijzigd standpunt ten aanzien van eerdere vergunningsbeslissing"
"1617/0572","Jona","Geen vaste beleidslijn"
"1617/0572","Jona","Geen rechtmatige verwachtingen"
"1617/0572","Jona","BBB kan niet ingaan tegen voorschriften gewestplan (gebrek aan rechtsgrondslag bij niet-conformiteit) en artikel 4.3.1 VCRO M2-M6: gebrek aan kritiek op een determinerend weigeringsmotief"
"1617/0572","Jona","Gelijkheidsbeginsel"
"1617/0572","Jona","Geen schending gelijkheidsbeginsel contra legem"
"1617/0564","Jona","Ongegrond"
"1617/0564","Jona","Betwisting "
"1617/0564","Jona","Stedenbouwkundige vergunning, grotendeels "
"1617/0564","Jona","Regularisatievergunning"
"1617/0564","Jona","Determinerend weigeringsmotief niet bekritiseerd: "
"1617/0564","Jona","Advies "
"1617/0564","Jona","Agentschap W&V"
"1617/0564","Jona","Artikel 4.3.3 VCRO"
"1617/0564","Jona","KB van 1934 aangaande bouwvrije stroken "
"1617/0564","Jona","Gemotiveerde weigeringsmotieven"
"1617/0564","Jona","VZP brengt hier alleen tegen in dat afwijking werd gevraagd op basis van de aanwezige feitelijkheden"
"1617/0564","Jona","Vitieert weigeringsmotieven niet"
"1617/0564","Jona","Veranda: "
"1617/0564","Jona","Artikel 4.3.1 VCRO"
"1617/0564","Jona","Strijdigheid met verkavelingsvoorschriften"
"1617/0564","Jona","Kritiek op opvallend motief doet niet af aan bestaand determinerend weigeringsmotief"
"1617/0454","Jens","Vernietiging"
"1617/0454","Jens","Artikel 1.2.1 DABM"
"1617/0454","Jens","Artikel 15 "
"1617/0454","Jens","Procedurebesluit"
"1617/0454","Jens","VZP voert niet aan op welke wijze de BB een schending uitmaakt van de aangevoerde bepaling"
"1617/0454","Jens","Herstelbeslissing"
"1617/0454","Jens","Gezag van gewijsde"
"1617/0454","Jens","Veiligheidsmotieven vinden geen grondslag in de aanvraag (weigeringsmotief vervat in gezag van gewijsde)"
"1617/0454","Jens","Vermeendelijk onderhoudswerken die niet vergunningsplichtig zijn"
"1617/0454","Jens","Aanmerkelijke reliëfwijziging: vergunningsplichtig (ophoging met 90 cm.) ("
"1617/0454","Jens","Navigator)"
"1617/0454","Jens","Herstelbeslissing"
"1617/0454","Jens","Agrarische gebied"
"1617/0454","Jens","Gezag van gewijsde"
"1617/0454","Jens","verstrengde motiveringsplicht"
"1617/0454","Jens","Letterlijke overname standpunten aanvragende partij"
"1617/0454","Jens","Onzorgvuldige motivering in strijd met het gezag van gewijsde ("
"1617/0454","Jens","Navigator)"
"1617/0454","Jens","Artikel 11.4.1 "
"1617/0454","Jens","Inrichtingsbesluit"
"1617/0454","Jens","Handelingen in de tuinzone bij een zonevreemde woning"
"1617/0454","Jens","Geen strijdigheid met de landbouwdoeleinden is geen draagkrachtig motief"
"1617/0454","Jens","Staat niet in functie van een (para-)agrarische activiteit ("
"1617/0454","Jens","Navigator) "
"1617/0454","Jens","Bestemmingsongevoeligheid aangevoerd in motivering post factum"
"1617/0454","Jens","Artikel 15, 4.6.1 "
"1617/0454","Jens","Inrichtingsbesluit"
"1617/0454","Jens","Esthetisch criterium"
"1617/0454","Jens","Beoordeling gaat uit van een gehalveerde ophoging door een verwachte “zetting” van de aarde"
"1617/0454","Jens","Beoordeling gaat niet uit van de aanvraag"
"1617/0454","Jens","Ophoging in afwijking van PSA-verslag geminimaliseerd"
"1617/0454","Jens","Tegengesteld standpunt gebaseerd op blote beweringen"
"1617/0527","Lieselotte","Vernietiging"
"1617/0527","Lieselotte","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1617/0527","Lieselotte","Derde-belanghebbende"
"1617/0527","Lieselotte","Concurrentieel/commercieel nadeel aanvaard"
"1617/0527","Lieselotte","Hinder en nadelen zijn immers van stedenbouwkundige aard ("
"1617/0527","Lieselotte","Navigator)"
"1617/0527","Lieselotte","Hoogdringendheid heeft andere finaliteit dan belang-vereiste RUP als determinerende rechtsgrond"
"1617/0527","Lieselotte","RUP vernietigd bij de "
"1617/0527","Lieselotte","Rv"
"1617/0527","Lieselotte","S"
"1617/0338","Ben","Vernietiging"
"1617/0338","Ben","Artikel 4.3.3 VCRO"
"1617/0338","Ben","artikel 4.7.16, §1 VCRO en "
"1617/0338","Ben","Adviesbesluit"
"1617/0338","Ben","Verplicht in te winnen advies W&V"
"1617/0338","Ben","Direct werkende norm"
"1617/0338","Ben","Artikel 10 van de wet van 12 juli 1956 en artikel 2 KB 4 juni 1958"
"1617/0338","Ben","Uitzonderingskarakter van de bestemming als autosnelweg ("
"1617/0338","Ben","Navigator)"
"1617/0338","Ben","VWP heeft niet de bevoegdheid tegen bindend advies in niet-toepasselijkheid direct werkende norm vast te stellen ("
"1617/0338","Ben","Navigator)"
"1617/0338","Ben","Motivering ("
"1617/0338","Ben","Verkavelingsvergunning verleent geen verworven bouwrecht) in strijd met de autonome werking van de direct werkende norm ("
"1617/0338","Ben","Navigator)"
"1617/0338","Ben","Artikel 4.2.15 VCRO"
"1617/0338","Ben","Hybride karakter verkavelingsvergunning doet hieraan niet af"
"1617/0338","Ben","TSK voert manifeste onwettigheid feitelijke vaststellingen (in advies) aan"
"1617/0338","Ben","TSK en VZP brengen stukken aan"
"1617/0338","Ben","1 stuk geweerd omwille van onleesbaarheid"
"1617/0338","Ben","Bindend advies niet op basis van aanvaardbare motieven opzijgeschoven ("
"1617/0338","Ben","Navigator)"
"1617/0546","Patrick","Vernietiging"
"1617/0546","Patrick","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1617/0546","Patrick","Derde-belanghebbende"
"1617/0546","Patrick","Eigenaar aanpalende woning"
"1617/0546","Patrick","woon- en leefkwaliteit"
"1617/0546","Patrick","Artikel 4.8.2 VCRO"
"1617/0546","Patrick","Loutere niet-vermelding vordering tot vernietiging in hoofding"
"1617/0546","Patrick","VZP verzoekt de vernietiging in VZS"
"1617/0546","Patrick","Exceptie verworpen"
"1617/0546","Patrick","Regularisatie"
"1617/0546","Patrick","Tijdigheid bepaald op basis eerste verzending ("
"1617/0546","Patrick","Navigator)"
"1617/0546","Patrick","Artikel 3 "
"1617/0546","Patrick","Besluit "
"1617/0546","Patrick","Openbare "
"1617/0546","Patrick","Onderzoeken"
"1617/0546","Patrick","Aanvraag in overeenstemming met een gem. RUP met inrichtingsvoorschriften"
"1617/0546","Patrick","Geen openbaar onderzoek vereist ("
"1617/0546","Patrick","Navigator)"
"1617/0546","Patrick","Toelichting bestaande toestand betreft geen verordend aspect RUP dat bij de beoordeling dient te worden betrokken"
"1617/0546","Patrick","Artikel 4.3.1, §2 VCRO"
"1617/0546","Patrick","Betwisting eigendomsrechten"
"1617/0546","Patrick","Artikel 4.2.22 VCRO"
"1617/0546","Patrick","Artikel 144 GW"
"1617/0546","Patrick","Relevante hinderaspecten aangevoerd in administratief beroepschrift niet beantwoord"
"1617/0546","Patrick","Rechtszekerheidsbeginsel en vertrouwensbeginsel"
"1617/0546","Patrick","Mogelijke uitvoeringsbeperkingen omwille van burgerlijke rechten waaromtrent betwisting bestaat"
"1617/0546","Patrick","Artikel 4.2.22 VCRO"
"1617/0546","Patrick","Beginselen van behoorlijk bestuur werken niet contra legem"
"1617/0546","Patrick","Vertrouwen wekkend optreden moet voorafgaan aan de bestreden beslissing"
"1718/0210","Jens","Vernietiging"
"1718/0210","Jens","Versnelde rechtspleging"
"1718/0210","Jens","Geen verzoek tot voortzetting"
"1718/0210","Jens","Artikelen 69 en 71 PB"
"1617/0020","Jolien","Ongegrond"
"1617/0020","Jolien","Artikel 11.4.1 "
"1617/0020","Jolien","Inrichtingsbesluit"
"1617/0020","Jolien","Exploitantenwoning"
"1617/0020","Jolien","Integrerend deel uitmaken van een bedrijf"
"1617/0020","Jolien","Mag niet afsplitsbaar zijn van het bedrijf"
"1617/0020","Jolien","Discretionaire bevoegdheid inplantingsplaats ("
"1617/0020","Jolien","Navigator)"
"1617/0020","Jolien","Beperkte toegang en fysiek afsplitsbaar"
"1617/0020","Jolien","Onwettigheid oordeel VWP (geen integrerend deel van het bedrijf) niet aangetoond"
"1617/0451","Tariq","Vernietiging"
"1617/0451","Tariq","Artikel 8 DIWB"
"1617/0451","Tariq","Watertoets"
"1617/0451","Tariq","artikel 4.2.19, §1, lid 2 VCRO"
"1617/0451","Tariq","Beperkte planaanpassing om tegemoet te komen aan wateradvies DIW"
"1617/0451","Tariq","Aanpassingen onvoldoende precies"
"1617/0451","Tariq","Materiële vergissing in verwijzing naar referentiepeil"
"1617/0451","Tariq","Geen consequente schrapping doorheen de plannen (e.g. terreinprofiel v. inplantingsplan)"
"1617/0451","Tariq","Tegenstrijdigheden"
"1617/0451","Tariq","Onduidelijke hellingsgraad"
"1617/0451","Tariq","Conclusie watertoets onzeker omwille van onduidelijke plannen"
"1617/0451","Tariq","Niet-afdoende motivering van milderende, compenserende en herstelmaatregelen"
"1617/0451","Tariq","Gedeeltelijke ligging aanvraag, waaronder infiltratievoorziening in effectief overstromingsgevoelig gebied niet afdoende gemotiveerd"
"1617/0451","Tariq","Onduidelijkheden in aanvraag en mer-screening inzake watereffecten"
"1617/0451","Tariq","Foutieve vaststellingen in de mer-screeningsnota"
"1617/0451","Tariq","Foutieve gegevens vitiëren het besluit"
"1617/0451","Tariq","Artikel 8, §4 DIWB"
"1617/0451","Tariq","Toepasselijk op de milieueffectenrapportage: van toepassing op de screeningsnota ("
"1617/0451","Tariq","Navigator)"
"1617/0451","Tariq","Belang bij het middel als omwonende"
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Onontvankelijk (zonder voorwerp)"
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Artikel 15 DBRC-decreet en artikel 11 "
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Procedurebesluit"
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Zelfde voorwerp"
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Samenvoeging bevolen"
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Artikel 4.5.1 VCRO"
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Afstand corresponderende milieuvergunning en geen nieuwe milieuvergunning aangevraagd"
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Aanvraag tot omgevingsvergunning voor inrichting op zelfde percelen verkregen"
"1617/RvVb","/0511/SA (zaak I)1617/RvVb/0519/A (zaak II) 1617/RvVb/0533/SA (zaak III)Arnout","Gelijkgeschakeld met definitieve weigering"
"1617/0494","Tine","Vernietiging (samenhang met 1617/0477)"
"1617/0494","Tine","Artikel 4.8.11, §1, lid 1, 3° VCRO"
"1617/0494","Tine","Derde-belanghebbende"
"1617/0494","Tine","Zicht-, geluids- en geurhinder machineloods"
"1617/0494","Tine","Artikel 4.3.1, §2 VCRO"
"1617/0494","Tine","GRO"
"1617/0494","Tine","Relevante in de omgeving bestaande toestand"
"1617/0494","Tine","BPA put volgende aspecten niet uit: de schaal, het ruimtegebruik, de bouwdichtheid, het bodemreliëf en hinderaspecten"
"1617/0494","Tine","Schaal en gabarit niet afdoende (concreet) getoetst ten opzichte van de bestaande bebouwing in de onmiddellijke omgeving"
"1617/0477","Tine","Verworpen"
"1617/0477","Tine","zonder voorwerp (samenhang met 1617/0494)"
"1718/0303","Lieselotte","Verbeterend arrest"
"1617/0759","Lore","Afstand van geding"
"1718/0684","Lore","Afstand van geding"
"1516/0687","Lore","Vernietiging"
"1516/0687","Lore","Art. 4.7.21 VCRO"
"1516/0687","Lore","Regelgeving administratief beroep"
"1516/0687","Lore","Motivering van ontvankelijkheid i.f.v. opgeworpen excepties (actualiteit belang rechtsopvolger wiens identiteit niet in de BB besloten zit)"
"1415/0421","Patrick","Verworpen (samenhang met 1415/0422; 1415/0424; 1415/0425; 1415/0428; 1415/0429)"
"1415/0421","Patrick","Tijdigheid"
"1415/0421","Patrick","Artikel 57 "
"1415/0421","Patrick","Procedurebesluit"
"1415/0421","Patrick","Geen ontvankelijkheidssanctie "
"1415/0421","Patrick","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1415/0421","Patrick","Derde-belanghebbende"
"1415/0421","Patrick","Gegevens uit het hele verzoekschrift"
"1415/0421","Patrick","Wateroverlast"
"1415/0421","Patrick","Watertoets"
"1415/0421","Patrick","VZP erkent dat deze de juridische toets doorstaat"
"1415/0421","Patrick","Toont wateroverlast niet aan"
"1415/0421","Patrick","Artikel 5.1.1 "
"1415/0421","Patrick","Inrichtingsbesluit"
"1415/0421","Patrick","Stedenbouwkundige vergunning in woonuitbreidingsgebied –"
"1415/0421","Patrick","Gebied is nog niet geordend"
"1415/0421","Patrick","Enkel groepswoningbouw mogelijk"
"1415/0421","Patrick","Geen woonbehoeftestudie of kadering in gemeentelijk beleid noodzakelijk en nood aan woonbehoefte dient niet te worden aangetoond ("
"1415/0421","Patrick","Navigator)"
"1415/0421","Patrick","Omzendbrief RO/2002/03 richtinggevend ("
"1415/0421","Patrick","Navigator)"
"1415/0421","Patrick","VVO moet geen reden geven waarom geen rekening wordt gehouden met beleidsmatig gewenste ontwikkelingen ("
"1415/0421","Patrick","Navigator als referentie)"
"1415/0421","Patrick","RSP is geen beoordelingsgrond"
"1415/0422","Patrick","Verworpen (samenhang met 1415/0421; 1415/0424; 1415/0425; 1415/0428; 1415/0429)"
"1415/0422","Patrick","Tijdigheid"
"1415/0422","Patrick","Artikel 57 "
"1415/0422","Patrick","Procedurebesluit"
"1415/0422","Patrick","Geen ontvankelijkheidssanctie "
"1415/0422","Patrick","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1415/0422","Patrick","Derde-belanghebbende"
"1415/0422","Patrick","Gegevens uit het hele verzoekschrift"
"1415/0422","Patrick","Wateroverlast"
"1415/0422","Patrick","Watertoets"
"1415/0422","Patrick","VZP erkent dat deze de juridische toets doorstaat"
"1415/0422","Patrick","Toont wateroverlast niet aan"
"1415/0422","Patrick","Artikel 5.1.1 "
"1415/0422","Patrick","Inrichtingsbesluit"
"1415/0422","Patrick","Stedenbouwkundige vergunning in woonuitbreidingsgebied –"
"1415/0422","Patrick","Gebied is nog niet geordend"
"1415/0422","Patrick","Enkel groepswoningbouw mogelijk"
"1415/0422","Patrick","Geen woonbehoeftestudie of kadering in gemeentelijk beleid noodzakelijk en nood aan woonbehoefte dient niet te worden aangetoond ("
"1415/0422","Patrick","Navigator)"
"1415/0422","Patrick","Omzendbrief RO/2002/03 richtinggevend ("
"1415/0422","Patrick","Navigator)"
"1415/0422","Patrick","VVO moet geen reden geven waarom geen rekening wordt gehouden met beleidsmatig gewenste ontwikkelingen ("
"1415/0422","Patrick","Navigator als referentie)"
"1415/0422","Patrick","RSP is geen beoordelingsgrond"
"1415/0424","Patrick","Verworpen (samenhang met 1415/0422; 1415/0421; 1415/0425; 1415/0428; 1415/0429)"
"1415/0424","Patrick","Artikel 4.8.11, §1, 5° VCRO"
"1415/0424","Patrick","Geen aanstellingsbesluit of een beslissing om in rechte te treden bij het beroepsverzoekschrift vereist ("
"1415/0424","Patrick","Navigator)"
"1415/0424","Patrick","Artikel 5.1.1 "
"1415/0424","Patrick","Inrichtingsbesluit"
"1415/0424","Patrick","Stedenbouwkundige vergunning in woonuitbreidingsgebied –"
"1415/0424","Patrick","Gebied is nog niet geordend"
"1415/0424","Patrick","Enkel groepswoningbouw mogelijk"
"1415/0424","Patrick","Geen woonbehoeftestudie of kadering in gemeentelijk beleid noodzakelijk en nood aan woonbehoefte dient niet te worden aangetoond ("
"1415/0424","Patrick","Navigator)"
"1415/0424","Patrick","Omzendbrief RO/2002/03 richtinggevend ("
"1415/0424","Patrick","Navigator)"
"1415/0424","Patrick","VZP betwist gelijktijdig en gemeenschappelijk bouwen"
"1415/0424","Patrick","Onderscheiden typologie (vrijstaand en gekoppeld) niet op zich voldoende om samenhangend karakter te verliezen ("
"1415/0424","Patrick","Navigator)"
"1415/0424","Patrick","Gebrek aan ordening in het kader van de GRO"
"1415/0424","Patrick","Functionele inpasbaarheid en schaal niet te vermengen met planologische vereiste woonbehoefte ("
"1415/0424","Patrick","Nieuwe rechtspraak: "
"1415/0424","Patrick","Navigator)"
"1415/0424","Patrick","VVO moet geen reden geven waarom geen rekening wordt gehouden met beleidsmatig gewenste ontwikkelingen ("
"1415/0424","Patrick","Navigator als referentie)"
"1415/0424","Patrick","RSP is geen beoordelingsgrond"
"1415/0425","Patrick","Verworpen (samenhang met 1415/0422; 1415/0424; 1415/0421; 1415/0428; 1415/0429)"
"1415/0425","Patrick","Artikel 4.8.11, §1, 5° VCRO"
"1415/0425","Patrick","Geen aanstellingsbesluit of een beslissing om in rechte te treden bij het beroepsverzoekschrift vereist ("
"1415/0425","Patrick","Navigator)"
"1415/0425","Patrick","Artikel 5.1.1 "
"1415/0425","Patrick","Inrichtingsbesluit"
"1415/0425","Patrick","Stedenbouwkundige vergunning in woonuitbreidingsgebied –"
"1415/0425","Patrick","Gebied is nog niet geordend"
"1415/0425","Patrick","Enkel groepswoningbouw mogelijk"
"1415/0425","Patrick","Geen woonbehoeftestudie of kadering in gemeentelijk beleid noodzakelijk en nood aan woonbehoefte dient niet te worden aangetoond ("
"1415/0425","Patrick","Navigator)"
"1415/0425","Patrick","Omzendbrief RO/2002/03 richtinggevend ("
"1415/0425","Patrick","Navigator)"
"1415/0425","Patrick","VZP betwist gelijktijdig en gemeenschappelijk bouwen"
"1415/0425","Patrick","Onderscheiden typologie (vrijstaand en gekoppeld) niet op zich voldoende om samenhangend karakter te verliezen ("
"1415/0425","Patrick","Navigator)"
"1415/0425","Patrick","Gebrek aan ordening in het kader van de GRO"
"1415/0425","Patrick","Functionele inpasbaarheid en schaal niet te vermengen met planologische vereiste woonbehoefte ("
"1415/0425","Patrick","Nieuwe rechtspraak: "
"1415/0425","Patrick","Navigator)"
"1415/0425","Patrick","VVO moet geen reden geven waarom geen rekening wordt gehouden met beleidsmatig gewenste ontwikkelingen ("
"1415/0425","Patrick","Navigator als referentie)"
"1415/0425","Patrick","RSP is geen beoordelingsgrond"
"1415/0428","Patrick","Verworpen (samenhang met 1415/0422; 1415/0424; 1415/0425; 1415/0421; 1415/0429)"
"1415/0428","Patrick","Artikel 17 PB"
"1415/0428","Patrick","Registratie doet niet af aan beoordeling ontvankelijkheid ("
"1415/0428","Patrick","Navigator)"
"1415/0428","Patrick","CBS"
"1415/0428","Patrick","Artikel 4.8.11, §1, eerste lid, 2° VCRO"
"1415/0428","Patrick","Hoedanigheid CBS"
"1415/0428","Patrick","Beslissing om in rechte te treden niet conform meerderheidsvereisten "
"1415/0428","Patrick","Gemeentedecreet ("
"1415/0428","Patrick","Navigator)"
"1415/0428","Patrick","Exceptie TSP"
